,AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr
1006,ICICI,ICICI Prudential NASDAQ 100 Index Fund Direct Growth,Other,Very High Risk,,,,
1007,Navi,Navi Nifty 50 Index Fund Direct Growth,Other,Very High Risk,,2.74,,
1008,Baroda,Baroda BNP Paribas Flexi Cap Fund Direct Growth,Equity,Very High Risk,,,,
1009,ICICI,ICICI Prudential Nifty IT Index Fund Direct Growth,Other,Very High Risk,,,,
1010,ICICI,ICICI Prudential Flexicap Fund Direct Growth,Equity,Very High Risk,,11.92,,
1011,Navi,Navi NASDAQ 100 FoF Direct Growth,Other,Very High Risk,,,,
1012,Kotak,Kotak Multicap Fund Direct Growth,Equity,Very High Risk,,,,
1013,JM,JM Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,,,,
1014,Axis,Axis Nifty Smallcap 50 Index Fund Direct Growth,Other,Very High Risk,,,,
1015,Nippon,Nippon India Nifty Midcap 150 Index Fund Direct Growth,Other,Very High Risk,,9.66,,
1016,Axis,Axis Nifty 50 Index Fund Direct Growth,Other,Very High Risk,,,,
1017,Shriram,Shriram Overnight Fund Direct Growth,Debt,Low Risk,,,,
1018,ICICI,ICICI Prudential Nifty Midcap 150 Index Fund Direct Growth,Other,Very High Risk,,,,
1019,HDFC,HDFC Multi Cap Fund Direct Growth,Equity,Very High Risk,,,,
1020,Shriram,Shriram Overnight Fund Direct Growth,Debt,Low Risk,,,,
1021,Bank,Bank of India Flexi Cap Fund Direct Growth,Equity,Very High Risk,5.0,5.89,,
1022,ICICI,ICICI Prudential Housing Opportunities Fund Direct Growth,Equity,Very High Risk,,,,
1023,Navi,Navi NASDAQ 100 FoF Direct Growth,Other,Very High Risk,,,,
1024,WhiteOak,WhiteOak Capital Flexi Cap Fund Direct Growth,Equity,Very High Risk,,,,
1025,Motilal,Motilal Oswal Nifty Bank Index Fund Direct Growth,Other,High Risk,,8.92,,
1026,Edelweiss,Edelweiss US Technology Equity FoF Direct Growth,Other,Very High Risk,,-31.14,,
1027,Motilal,Motilal Oswal Nifty 500 Index Fund Direct Growth,Other,Moderately High Risk,,4.34,,
1028,Kotak,Kotak Nifty 50 Index Fund Direct Growth,Other,Very High Risk,,2.78,,
1029,HDFC,HDFC Dividend Yield Fund Direct Growth,Equity,Very High Risk,,11.16,,
1030,Nippon,Nippon India Taiwan Equity Fund Direct Growth,Equity,Very High Risk,,,,
1031,HDFC,HDFC Banking & Financial Services Fund Direct Growth,Equity,Very High Risk,,3.68,,
1032,Aditya,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund Direct Growth,Other,Very High Risk,,-15.1,,
1033,Motilal,Motilal Oswal Nifty Smallcap 250 Index Fund Direct Growth,Other,Moderately High Risk,,4.26,,
1034,Nippon,Nippon India Multi Asset Fund Direct Growth,Hybrid,Very High Risk,,4.0,,
1035,SBI,SBI Capital Protection Oriented Fund Series A (Plan 8) Direct Growth,Hybrid,Moderate Risk,,7.35,,
1036,Nippon,Nippon India Multi Asset Fund Direct Growth,Hybrid,Very High Risk,,4.0,,
1037,Aditya,Aditya Birla Sun Life Nifty Midcap 150 Index Fund Direct Growth,Other,Very High Risk,,9.98,,
1038,Aditya,Aditya Birla Sun Life Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,,,,
1039,Baroda,Baroda BNP Paribas Funds Aqua FoF Direct Growth,Other,Very High Risk,5.0,-18.07,,
1040,Edelweiss,Edelweiss Focused Equity Fund Direct Growth,Equity,Very High Risk,,,,
1041,Axis,Axis Greater China Equity FoF Direct Growth,Other,Very High Risk,,,,
1042,Axis,Axis Value Fund Direct Growth,Equity,Very High Risk,,,,
1043,UTI,UTI Focused Equity Fund Direct Growth,Equity,Very High Risk,,4.39,,
1044,Baroda,Baroda BNP Paribas Large & Mid Cap Fund Direct Growth,Equity,Very High Risk,,3.96,,
1045,HDFC,HDFC NIFTY 100 Equal Weight Index Fund Direct Growth,Other,Very High Risk,,,,
1046,ITI,ITI Banking and Financial Services Fund Direct Growth,Equity,Very High Risk,,,,
1047,NJ,NJ Balanced Advantage Fund Direct Growth,Hybrid,Very High Risk,,,,
1048,Motilal,Motilal Oswal Large and Midcap Fund Direct Growth,Equity,Moderately High Risk,,-0.72,,
1049,Quant,Quant ESG Equity Fund Direct Growth,Equity,Very High Risk,,20.96,,
1050,Axis,Axis Retirement Savings Fund Aggressive Plan Direct Growth,Solution Oriented,Moderately High Risk,,-2.69,,
1051,Bank,Bank of India Overnight Fund Direct Growth,Debt,Low Risk,5.0,3.98,,
1052,Invesco,Invesco India Invesco Global Consumer Trends FoF Direct Growth,Other,Very High Risk,,-38.5,,
1053,Mirae,Mirae Asset Hang Seng TECH ETF FoF Direct Growth,Other,Very High Risk,,,,
1054,Aditya,Aditya Birla Sun Life Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund Direct Growth,Other,Moderate Risk,,,,
1055,Axis,Axis Quant Fund Direct Growth,Equity,Very High Risk,,3.11,,
1056,IIFL,IIFL Quant Fund Direct Growth,Equity,Very High Risk,,,,
1057,Mahindra,Mahindra Manulife Balanced Advantage Yojana Direct Growth,Hybrid,Very High Risk,,,,
1058,Motilal,Motilal Oswal Asset Allocation Passive FoF Conservative Direct Growth,Other,High Risk,,2.18,,
1059,Tata,Tata Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,,,,
1060,PGIM,PGIM India Balanced Advantage Fund Direct Growth,Hybrid,Very High Risk,,6.14,,
1061,ITI,ITI Long Term Equity Fund Direct Growth,Equity,Moderately High Risk,,-3.17,,
1062,HSBC,HSBC Focused Equity Fund Direct Growth,Equity,Very High Risk,,1.54,,
1063,L&T,L&T Nifty 50 Index Fund Direct Growth,Other,Very High Risk,,2.88,,
1064,Tata,Tata Quant Fund Direct Growth,Equity,Very High Risk,,-0.55,,
1065,Axis,Axis All Seasons Debt FoF Direct Growth,Other,Moderately High Risk,4.0,3.48,,
1066,HSBC,HSBC Focused Equity Fund Direct Growth,Equity,Very High Risk,,1.54,,
1067,BHARAT,BHARAT Bond ETF FOF April 2032 Direct Growth,Other,Moderate Risk,,,,
1068,Kotak,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund Direct Growth,Other,Moderate Risk,,,,
1069,ICICI,ICICI Prudential India Equity FOF Direct Growth,Other,Very High Risk,,10.57,,
1070,SBI,SBI Retirement Benefit Fund Conservative Plan Direct Growth,Solution Oriented,Moderately High Risk,,5.48,,
1071,LIC,LIC MF Ultra Short Term Fund Direct Growth,Debt,Moderately Low Risk,2.0,3.68,,
1072,ITI,ITI Large Cap Fund Direct Growth,Equity,Very High Risk,,-0.14,,
1073,ICICI,ICICI Prudential Nifty SDL Sep 2027 Index Fund Direct Growth,Other,Moderate Risk,,,,
1074,ITI,ITI Value Fund Direct Growth,Equity,Very High Risk,,-0.06,,
1075,Axis,Axis CRISIL IBX SDL May 2027 Index Fund Direct Growth,Other,Moderate Risk,,,,
1076,ITI,ITI Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,,3.98,,
1077,ITI,ITI Balanced Advantage Fund Direct Growth,Hybrid,Moderately High Risk,,1.6,,
1078,Sundaram,Sundaram Ultra Short Term Fund Direct Growth,Debt,Moderate Risk,3.0,3.69,,
1079,ITI,ITI Arbitrage Fund Direct Growth,Hybrid,Moderately Low Risk,,2.89,,
1080,ITI,ITI Arbitrage Fund Direct Growth,Hybrid,Moderately Low Risk,,2.89,,
1081,BHARAT,BHARAT Bond FOF April 2025 Direct Growth,Other,Low to Moderate Risk,2.0,1.68,,
1082,ITI,ITI Balanced Advantage Fund Direct Growth,Hybrid,Moderately High Risk,,1.6,,
1083,Sundaram,Sundaram Ultra Short Term Fund Direct Growth,Debt,Moderate Risk,3.0,3.69,,
1084,BNP,BNP Paribas Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.25,,
1085,Invesco,Invesco India Overnight Fund Direct Growth,Debt,Low Risk,2.0,3.84,,
1086,HSBC,HSBC Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.96,,
1087,ITI,ITI Overnight Fund Direct Growth,Debt,Low Risk,1.0,3.78,,
